20.84	15.9
20.78	15.62
21	16.1
20.95	17.31
20.82	18.39
20.76	17.6
20.94	17.47
20.78	17.38
20.46	14.6
20.48	12.37
20.49	13.49
20.36	11.15
20.38	10.49
20.29	11.62
20.29	12.53
20.64	16.56
20.08	14.8
19.96	13.89
19.85	13.63
20.34	15.7
20.28	14.15
20.38	14.51
20.15	15.02
20.05	15.61
19.89	15.03
20.38	14.6
20.4	14.8
20.54	15.58
20.06	15.67
20.45	15.91
20.66	16.75
20.12	16.26
20.36	17.65
20.38	16.42
20.47	16.51
20.71	15.97
20.76	15.82
20.24	15.02
20.53	14.98
20.33	16.14
20.21	17.11
19.96	16.63
19.78	16.82
20.01	17.47
19.5	16.86
19.99	15.55
19.86	15.72
19.78	16.39
20.07	16.98
20.42	17.18
20.1	17.09
20.29	17.54
20.35	17.36
20.68	18.24
20.9	18.71
21.01	18.73
21.3	19.28
21.29	19.46
21.48	19.55
22.26	20.07
21.72	20.65
21.73	21.02
22.03	21
22.06	21.82
21.62	20.46
21.62	21.13
21.95	20.91
21.95	21.37
22.34	21.42
22.38	21.38
22.75	21.29
22.48	20.77
22.59	20.82
22.62	21.7
22.83	22.37
23.09	22.96
22.48	22.38
21.82	22.53
22.28	22.54
22.29	22.51
21.76	22.52
22.02	22.66
21.13	21.25
21.91	18.25
20.95	20.48
20.45	20.69
20.97	21.45
21.95	22.27
22.72	22.84
22.99	23.33
22.9	23.69
23.13	22.62
23.07	23.2
22.93	22.93
23.66	23.9
24.06	22.62
23.54	23.03
23.31	24.48
23.05	21.48
23.01	19.94
22.58	22.33
22.48	21.43
22.22	22.7
22.9	22.22
22.42	24.12
23.78	25.38
24.33	25.6
24.52	24.21
24.6	24.65
24.99	24.95
25.19	21.97
24.76	20.65
24.23	19.69
22.89	21.21
23.84	20.3
23.88	22.29
23.94	22.13
24.68	22.68
23.77	22.1
22.6	21.95
24.31	23.55
24.85	24.57
25.15	25.53
25.44	25.9
25.43	25.38
25.62	25.42
25.5	26
25.22	26.73
25.48	24.96
25.13	26.05
25.36	27.29
25.24	27.24
24.17	24.67
24.5	26.08
24.73	27.94
25.32	28.53
25.75	28.85
25.76	25.78
22.36	23.3
22.36	24.24
22.08	23.21
21.77	23.39
25.18	24.23
25.49	25.21
26.1	26.05
26.02	26.48
26.09	26.19
26.41	25.17
26.45	26.74
26.41	28.2
26.45	26.23
26.78	26.81
26.97	27.57
26.87	27.94
26.75	28.29
27.22	28.98
